## Thu Oct 20 12:33:49 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_clhlot17 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_clhlot17 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_clhlot17/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gmk	321846.PS417_27820	6.96e-145	408.0	COG0194@1|root,COG0194@2|Bacteria,1MW92@1224|Proteobacteria,1RN09@1236|Gammaproteobacteria	1236|Gammaproteobacteria	F	Essential for recycling GMP and indirectly, cGMP	gmk	GO:0003674,GO:0003824,GO:0004385,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009126,GO:0009132,GO:0009135,GO:0009150,GO:0009161,GO:0009165,GO:0009167,GO:0009179,GO:0009185,GO:0009259,GO:0009987,GO:0015949,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0042278,GO:0042802,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046037,GO:0046128,GO:0046483,GO:0046710,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072521,GO:0090407,GO:1901068,GO:1901135,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1901657	2.7.4.8	ko:K00942	ko00230,ko01100,map00230,map01100	M00050	R00332,R02090	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	iAPECO1_1312.APECO1_2813,iPC815.YPO0040,iSBO_1134.SBO_3729,iSFV_1184.SFV_3881,iSFxv_1172.SFxv_4016,iUTI89_1310.UTI89_C4193	Guanylate_kin
rpoZ	1117958.PE143B_0124505	8.42e-55	171.0	COG1758@1|root,COG1758@2|Bacteria,1N6TX@1224|Proteobacteria,1SCSR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits	rpoZ	GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030880,GO:0032774,GO:0032991,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0061695,GO:0071704,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234	2.7.7.6	ko:K03060	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb6
spoT	321846.PS417_27830	0.0	1382.0	COG0317@1|root,COG0317@2|Bacteria,1MU44@1224|Proteobacteria,1RN3H@1236|Gammaproteobacteria	1236|Gammaproteobacteria	KT	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance	spoT	GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0008728,GO:0008893,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009259,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0015949,GO:0015969,GO:0016020,GO:0016740,GO:0016772,GO:0016778,GO:0016787,GO:0016788,GO:0016794,GO:0019637,GO:0019693,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0033865,GO:0033875,GO:0034032,GO:0034035,GO:0034641,GO:0042278,GO:0042578,GO:0042594,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046128,GO:0046483,GO:0050896,GO:0051716,GO:0055086,GO:0071496,GO:0071704,GO:0071944,GO:0072521,GO:1901068,GO:1901135,GO:1901360,GO:1901564,GO:1901657	2.7.6.5,3.1.7.2	ko:K00951,ko:K01139	ko00230,map00230	-	R00336,R00429	RC00002,RC00078	ko00000,ko00001,ko01000,ko03009	-	-	iECNA114_1301.ECNA114_3794,iECOK1_1307.ECOK1_4092,iECP_1309.ECP_3748,iECS88_1305.ECS88_4065,iECSF_1327.ECSF_3486,iLF82_1304.LF82_2165,iNRG857_1313.NRG857_18145,iUMN146_1321.UM146_18405,iUTI89_1310.UTI89_C4195,ic_1306.c4475	ACT_4,HD_4,RelA_SpoT,TGS
yabJ_2	1415630.U771_30975	6.17e-82	243.0	COG0251@1|root,COG0251@2|Bacteria,1MZ3J@1224|Proteobacteria,1S5XS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	Endoribonuclease	tdcF	-	3.5.99.10	ko:K09022	-	-	R11098,R11099	RC03275,RC03354	ko00000,ko01000	-	-	-	Ribonuc_L-PSP
33931E_Pfluorescens55_00036	321846.PS417_27840	1.76e-181	504.0	291PP@1|root,2ZP9T@2|Bacteria,1P8EN@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
33931E_Pfluorescens55_00037	321846.PS417_27845	1.53e-209	578.0	COG0451@1|root,COG0451@2|Bacteria,1MWVJ@1224|Proteobacteria,1S5KU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	GM	Epimerase dehydratase	-	-	-	-	-	-	-	-	-	-	-	-	Epimerase
33931E_Pfluorescens55_00038	321846.PS417_27850	5.55e-204	568.0	COG0811@1|root,COG0811@2|Bacteria,1MXHR@1224|Proteobacteria,1RND2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	tonB-system energizer ExbB	exbB	-	-	ko:K03561	-	-	-	-	ko00000,ko02000	1.A.30.2.1	-	-	MotA_ExbB
exbD_1	1415630.U771_31000	2.3e-91	268.0	COG0848@1|root,COG0848@2|Bacteria,1RDJZ@1224|Proteobacteria,1S3TA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	Biopolymer transport protein	exbD	-	-	ko:K03559	-	-	-	-	ko00000,ko02000	1.A.30.2.1	-	iPC815.YPO0683	ExbD
33931E_Pfluorescens55_00040	321846.PS417_27860	8.32e-140	399.0	COG0810@1|root,COG0810@2|Bacteria,1MZXC@1224|Proteobacteria,1S81P@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins	tonB	-	-	ko:K03832	-	-	-	-	ko00000,ko02000	2.C.1.1	-	-	TonB_C
oxyR_1	321846.PS417_27865	6.8e-220	606.0	COG0583@1|root,COG0583@2|Bacteria,1MVA1@1224|Proteobacteria,1RPAJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional regulator	oxyR	-	-	ko:K04761	ko02026,map02026	-	-	-	ko00000,ko00001,ko03000	-	-	-	HTH_1,LysR_substrate
recG	321846.PS417_27870	0.0	1350.0	COG1200@1|root,COG1200@2|Bacteria,1MWN2@1224|Proteobacteria,1RMMQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA)	recG	GO:0003674,GO:0003678,GO:0003724,GO:0003824,GO:0004003,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006807,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0008186,GO:0009314,GO:0009379,GO:0009628,GO:0009987,GO:0010501,GO:0016043,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0032991,GO:0033202,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048476,GO:0050896,GO:0051276,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:0140098,GO:1901360,GO:1902494	3.6.4.12	ko:K03655	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DEAD,Helicase_C,RecG_wedge
33931E_Pfluorescens55_00043	321846.PS417_27875	0.0	918.0	COG1639@1|root,COG2606@1|root,COG1639@2|Bacteria,COG2606@2|Bacteria,1MXVB@1224|Proteobacteria,1RMNV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	Signal transduction protein	-	-	-	-	-	-	-	-	-	-	-	-	HDOD,tRNA_edit
33931E_Pfluorescens55_00044	321846.PS417_27880	3.2e-83	246.0	COG0243@1|root,COG0243@2|Bacteria,1QTTC@1224|Proteobacteria,1T1GJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	molybdopterin cofactor binding	-	-	-	-	-	-	-	-	-	-	-	-	-
33931E_Pfluorescens55_00045	321846.PS417_27885	9.56e-195	543.0	2EUYA@1|root,33NDI@2|Bacteria,1NAUQ@1224|Proteobacteria,1SNBR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Type VI secretion-associated lipoprotein TagQ	tagQ	-	-	-	-	-	-	-	-	-	-	-	Gly-zipper_Omp,Gly-zipper_YMGG
33931E_Pfluorescens55_00046	321846.PS417_27890	0.0	1113.0	COG1262@1|root,COG1262@2|Bacteria,1MVJG@1224|Proteobacteria,1RRQP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Type VI secretion	tagR	-	-	-	-	-	-	-	-	-	-	-	FGE-sulfatase
33931E_Pfluorescens55_00047	321846.PS417_27895	4.76e-269	738.0	COG0577@1|root,COG0577@2|Bacteria,1QRYR@1224|Proteobacteria,1S0ZU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	ABC-type antimicrobial peptide transport system, permease component	tagS	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX
yknY_1	321846.PS417_27900	7.11e-161	451.0	COG1136@1|root,COG1136@2|Bacteria,1RF77@1224|Proteobacteria,1SYCG@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	abc transporter atp-binding protein	tagT	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
pknD_1	321846.PS417_27905	0.0	1905.0	COG0515@1|root,COG2304@1|root,COG0515@2|Bacteria,COG2304@2|Bacteria,1MXU0@1224|Proteobacteria,1T1GT@1236|Gammaproteobacteria	1236|Gammaproteobacteria	KLT	serine threonine protein kinase	ppkA	-	2.7.11.1	ko:K11912	ko02025,ko03070,map02025,map03070	-	-	-	ko00000,ko00001,ko01000,ko01001,ko02044	-	-	-	Pkinase
prpC_1	321846.PS417_27910	6.11e-169	472.0	COG0631@1|root,COG0631@2|Bacteria,1RFDT@1224|Proteobacteria,1SYCH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	COG0631 Serine threonine protein phosphatase	pppA	-	3.1.3.16	ko:K11915	ko02025,ko03070,map02025,map03070	-	-	-	ko00000,ko00001,ko01000,ko02044	-	-	-	PP2C_2
33931E_Pfluorescens55_00051	321846.PS417_27915	2.62e-159	446.0	COG3913@1|root,COG3913@2|Bacteria,1N01G@1224|Proteobacteria,1S6EQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	protein conserved in bacteria	impM	-	-	ko:K11890	ko02025,map02025	-	-	-	ko00000,ko00001,ko02044	-	-	-	DUF2094
33931E_Pfluorescens55_00052	321846.PS417_27920	0.0	2279.0	COG3523@1|root,COG3523@2|Bacteria,1MV3D@1224|Proteobacteria,1RPQ2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	N	type VI secretion protein	icmF	-	-	ko:K11891	ko02025,ko03070,map02025,map03070	M00334	-	-	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	-	IcmF-related,IcmF_C,ImcF-related_N
33931E_Pfluorescens55_00053	321846.PS417_27925	3.21e-303	827.0	COG1360@1|root,COG3455@1|root,COG1360@2|Bacteria,COG3455@2|Bacteria,1MU13@1224|Proteobacteria	1224|Proteobacteria	N	Type IV VI secretion system protein, DotU family	impK	-	-	ko:K11892	ko03070,map03070	M00334	-	-	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	-	DotU,OmpA
33931E_Pfluorescens55_00054	321846.PS417_27930	0.0	873.0	COG3522@1|root,COG3522@2|Bacteria,1MXKE@1224|Proteobacteria,1RNCB@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	type VI secretion protein	impJ2	-	-	ko:K11893	ko02025,map02025	M00334	-	-	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	-	T6SS_VasE
33931E_Pfluorescens55_00055	321846.PS417_27935	1.2e-111	321.0	COG3521@1|root,COG3521@2|Bacteria,1N80I@1224|Proteobacteria,1S39C@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Type VI secretion	vasD	-	-	ko:K11906	ko03070,map03070	M00334	-	-	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	-	T6SS-SciN
33931E_Pfluorescens55_00056	321846.PS417_27940	7.43e-312	850.0	COG1716@1|root,COG3456@1|root,COG1716@2|Bacteria,COG3456@2|Bacteria,1R3R7@1224|Proteobacteria,1S0GX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	Type VI secretion	fha1	-	-	ko:K07169,ko:K11894,ko:K11913	ko02025,ko03070,map02025,map03070	-	-	-	ko00000,ko00001,ko02044	3.A.23.1	-	-	FHA
33931E_Pfluorescens55_00057	321846.PS417_27945	1.51e-235	649.0	COG3515@1|root,COG3515@2|Bacteria,1NK35@1224|Proteobacteria,1RQHZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	type VI secretion-associated protein, ImpA family	-	-	-	ko:K11902	ko02025,map02025	M00334	-	-	ko00000,ko00001,ko00002,ko02044	-	-	-	ImpA_N
33931E_Pfluorescens55_00058	1470593.BW43_00487	1.36e-112	323.0	COG3516@1|root,COG3516@2|Bacteria,1RAZQ@1224|Proteobacteria,1RY42@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Type VI secretion	sciH	-	-	ko:K11901	ko02025,map02025	M00334	-	-	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	-	T6SS_VipA
33931E_Pfluorescens55_00059	321846.PS417_27955	0.0	1014.0	COG3517@1|root,COG3517@2|Bacteria,1MU5C@1224|Proteobacteria,1RNP7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	type VI secretion protein	impC	-	-	ko:K11900	ko02025,map02025	M00334	-	-	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	-	VipB
hcp1	321846.PS417_27960	4.43e-115	329.0	COG3157@1|root,COG3157@2|Bacteria,1RBTU@1224|Proteobacteria,1S39K@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Type VI secretion system effector	hcp	-	-	ko:K06887,ko:K11903	ko02025,ko03070,map02025,map03070	M00334	-	-	ko00000,ko00001,ko00002,ko02044	-	-	-	T6SS_HCP
33931E_Pfluorescens55_00061	1470593.BW43_00490	1.07e-115	332.0	COG3518@1|root,COG3518@2|Bacteria,1RF51@1224|Proteobacteria,1S7ZZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Type VI Secretion System	-	-	-	ko:K11897	-	M00334	-	-	ko00000,ko00002,ko02044	-	-	-	GPW_gp25
33931E_Pfluorescens55_00062	321846.PS417_27970	0.0	1244.0	COG3519@1|root,COG3519@2|Bacteria,1MUY4@1224|Proteobacteria,1RPK4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Type VI secretion	vasA	-	-	ko:K11896	-	M00334	-	-	ko00000,ko00002,ko02044	3.A.23.1	-	-	T6SS_TssF
33931E_Pfluorescens55_00063	321846.PS417_27975	1.58e-266	728.0	COG3520@1|root,COG3520@2|Bacteria,1MWVS@1224|Proteobacteria,1RRTG@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	type VI secretion protein	impH2	-	-	ko:K11895	ko02025,map02025	M00334	-	-	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	-	T6SS_TssG
clpV1	321846.PS417_27980	0.0	1711.0	COG0542@1|root,COG0542@2|Bacteria,1MVBH@1224|Proteobacteria,1RMZH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	Belongs to the ClpA ClpB family	clpV	-	-	ko:K11907	ko02025,ko03070,map02025,map03070	M00334	-	-	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	-	AAA,AAA_2,ClpB_D2-small,Clp_N
vgrG1_1	321846.PS417_27985	0.0	1219.0	COG3501@1|root,COG3501@2|Bacteria,1MU7Q@1224|Proteobacteria,1RMZS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Rhs Element Vgr Protein	vgrG1	-	-	ko:K11904	ko03070,map03070	M00334	-	-	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	-	Gp5_C,Phage_GPD
33931E_Pfluorescens55_00066	321846.PS417_27990	3.79e-96	280.0	COG5435@1|root,COG5435@2|Bacteria,1RK9Y@1224|Proteobacteria,1S7CM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	DcrB	-	-	-	-	-	-	-	-	-	-	-	-	DcrB
rhsB	321846.PS417_27995	0.0	2300.0	COG3209@1|root,COG3209@2|Bacteria,1MVV1@1224|Proteobacteria,1SKYM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	COG3209 Rhs family protein	-	-	-	-	-	-	-	-	-	-	-	-	AHH,PAAR_motif,RHS,RHS_repeat
hupB_1	1415630.U771_31180	2.86e-57	177.0	COG0776@1|root,COG0776@2|Bacteria,1N18A@1224|Proteobacteria,1SAIM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions	hupA	-	-	ko:K05787	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
alkT	321846.PS417_28010	1.82e-276	756.0	COG0446@1|root,COG0446@2|Bacteria,1NR3M@1224|Proteobacteria,1RQ07@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	One of at least two accessory proteins for anaerobic nitric oxide (NO) reductase. Reduces the rubredoxin moiety of NO reductase	rubB	-	1.18.1.1	ko:K05297	ko00071,map00071	-	R02000	-	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2,Rubredoxin
rubA1	321846.PS417_28015	1.63e-40	132.0	COG1773@1|root,COG1773@2|Bacteria	2|Bacteria	C	rubredoxin	rubA	-	-	ko:K03618	-	-	-	-	ko00000	-	-	-	HupH_C,Rubredoxin
ubiC	321846.PS417_28020	7.4e-142	399.0	COG3161@1|root,COG3161@2|Bacteria,1N8BF@1224|Proteobacteria,1SDX2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Removes the pyruvyl group from chorismate, with concomitant aromatization of the ring, to provide 4- hydroxybenzoate (4HB) for the ubiquinone pathway	ubiC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0008813,GO:0009058,GO:0009108,GO:0009987,GO:0016829,GO:0016830,GO:0016833,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663	4.1.3.40	ko:K03181	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R01302	RC00491,RC02148	ko00000,ko00001,ko00002,ko01000	-	-	iZ_1308.Z5638	Chor_lyase
ubiA	321846.PS417_28025	1.37e-214	592.0	COG0382@1|root,COG0382@2|Bacteria,1MV4Q@1224|Proteobacteria,1RMZ1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Catalyzes the prenylation of para-hydroxybenzoate (PHB) with an all-trans polyprenyl group. Mediates the second step in the final reaction sequence of ubiquinone-8 (UQ-8) biosynthesis, which is the condensation of the polyisoprenoid side chain with PHB, generating the first membrane-bound Q intermediate 3- octaprenyl-4-hydroxybenzoate	ubiA	GO:0002094,GO:0003674,GO:0003824,GO:0004659,GO:0005575,GO:0005623,GO:0005886,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0008412,GO:0009058,GO:0009108,GO:0009987,GO:0016020,GO:0016740,GO:0016765,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:0071944,GO:1901576,GO:1901661,GO:1901663	2.5.1.39	ko:K03179	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R05000,R05615	RC00209,RC02895	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	iZ_1308.Z5639	UbiA
33931E_Pfluorescens55_00074	321846.PS417_28030	2.72e-89	261.0	COG4315@1|root,COG4315@2|Bacteria,1MZC6@1224|Proteobacteria,1SJ36@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	Lipoprotein_15
phoB	321846.PS417_28035	2.5e-163	457.0	COG0745@1|root,COG0745@2|Bacteria,1MY2Z@1224|Proteobacteria,1RN41@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	phosphate regulon transcriptional regulatory protein PhoB	phoB	GO:0001098,GO:0001108,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0042802,GO:0043254,GO:0044087,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2000142,GO:2001141	-	ko:K07657	ko02020,map02020	M00434	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Trans_reg_C
phoR	321846.PS417_28040	0.0	890.0	COG5002@1|root,COG5002@2|Bacteria,1MWF3@1224|Proteobacteria,1RN0F@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	Histidine kinase	phoR	-	2.7.13.3	ko:K07636	ko02020,map02020	M00434	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	DUF3329,HATPase_c,HisKA,PAS,PAS_8
33931E_Pfluorescens55_00077	321846.PS417_28050	0.0	868.0	COG1253@1|root,COG1253@2|Bacteria,1MV3P@1224|Proteobacteria,1RZYP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Hemolysins and related proteins containing CBS domains	tlyC_1	-	-	-	-	-	-	-	-	-	-	-	CBS,CorC_HlyC,DUF21
33931E_Pfluorescens55_00078	321846.PS417_28055	1.57e-157	441.0	COG0739@1|root,COG0739@2|Bacteria	2|Bacteria	M	heme binding	lytM	-	-	-	-	-	-	-	-	-	-	-	DUF4124,Peptidase_M23
cheB_1	321846.PS417_28060	7.52e-208	575.0	COG0745@1|root,COG0745@2|Bacteria,1RBSS@1224|Proteobacteria,1S20D@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	response regulator	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg
phoU	321846.PS417_28065	1.18e-173	485.0	COG0704@1|root,COG0704@2|Bacteria,1MUMI@1224|Proteobacteria,1RMW5@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Plays a role in the regulation of phosphate uptake	phoU	GO:0000287,GO:0001558,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006873,GO:0006950,GO:0007154,GO:0008150,GO:0009266,GO:0009267,GO:0009268,GO:0009405,GO:0009408,GO:0009605,GO:0009628,GO:0009892,GO:0009987,GO:0009991,GO:0010468,GO:0010563,GO:0010605,GO:0010629,GO:0010966,GO:0016020,GO:0016036,GO:0019220,GO:0019222,GO:0019725,GO:0019897,GO:0019898,GO:0022898,GO:0030002,GO:0030145,GO:0030320,GO:0030643,GO:0031323,GO:0031324,GO:0031667,GO:0031668,GO:0031669,GO:0032409,GO:0032410,GO:0032412,GO:0032413,GO:0032879,GO:0033554,GO:0034605,GO:0034762,GO:0034763,GO:0034765,GO:0034766,GO:0040008,GO:0042221,GO:0042592,GO:0042594,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0043269,GO:0043271,GO:0044070,GO:0044092,GO:0044419,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045936,GO:0046677,GO:0046872,GO:0046914,GO:0046983,GO:0048519,GO:0048523,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051049,GO:0051051,GO:0051128,GO:0051174,GO:0051704,GO:0051716,GO:0055062,GO:0055081,GO:0055082,GO:0055083,GO:0060255,GO:0065007,GO:0065008,GO:0065009,GO:0070887,GO:0071214,GO:0071236,GO:0071467,GO:0071496,GO:0071944,GO:0072501,GO:0072502,GO:0072505,GO:0072506,GO:0098771,GO:0104004,GO:1903792,GO:1903795,GO:1903796,GO:1903959,GO:1903960,GO:2000185,GO:2000186	-	ko:K02039	-	-	-	-	ko00000	-	-	-	PhoU
pstB	321846.PS417_28070	2.61e-198	549.0	COG1117@1|root,COG1117@2|Bacteria,1MU16@1224|Proteobacteria,1RNUF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system	pstB	GO:0003674,GO:0003824,GO:0005215,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008150,GO:0008509,GO:0015075,GO:0015103,GO:0015114,GO:0015318,GO:0015399,GO:0015405,GO:0015415,GO:0015698,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0034220,GO:0035435,GO:0042623,GO:0042626,GO:0043225,GO:0043492,GO:0051179,GO:0051234,GO:0055085,GO:0098656,GO:0098660,GO:0098661,GO:0099133	3.6.3.27	ko:K02036	ko02010,map02010	M00222	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.7	-	-	ABC_tran
